"","id_cliente","nome_cliente","segmento","cidade","estado","pais","mercado","regiao"
"295","NP-18685","Nora Pelletier","Outros","Indianapolis","Indiana","United States","US","Central"
"296","RM-19675","Robert Marley","Outros","Los Angeles","California","United States","US","West"
"297","SN-20560","Skye Norling","Outros","Lahore","Punjab","Pakistan","APAC","Central Asia"
"298","CD-12280","Christina DeMoss","Consumidor","Sydney","New South Wales","Australia","APAC","Oceania"
"299","BG-11035","Barry Gonzalez","Consumidor","Espoo","Uusimaa","Finland","EU","North"
"300","CC-12550","Clay Cheatham","Consumidor","Whyalla","South Australia","Australia","APAC","Oceania"
"301","SV-20785","Stewart Visinsky","Consumidor","Medan","Sumatera Utara","Indonesia","APAC","Southeast Asia"
"302","HW-14935","Helen Wasserman","Corporativo","Ivry-sur-Seine","Ile-de-France","France","EU","Central"
"303","AS-10285","Alejandro Savely","Corporativo","Kanpur","Uttar Pradesh","India","APAC","Central Asia"
"304","LD-16855","Lela Donovan","Corporativo","Saint-Laurent-du-Var","Provence-Alpes-Côte d'Azur","France","EU","Central"
"305","NS-18505","Neola Schneider","Consumidor","Cartagena","Bolívar","Colombia","LATAM","South"
"306","CM-12715","Craig Molinari","Corporativo","Cancún","Quintana Roo","Mexico","LATAM","North"
"307","JD-6060","Julia Dunbar","Consumidor","Kumasi","Ashanti","Ghana","Africa","Africa"
"308","MG-17680","Maureen Gastineau","Outros","Ho Chi Minh City","Ho Chí Minh City","Vietnam","APAC","Southeast Asia"
"309","DB-13210","Dean Braden","Consumidor","London","England","United Kingdom","EU","North"
"310","CS-11860","Cari Schnelling","Consumidor","Vienna","Vienna","Austria","EU","Central"
"311","GG-14650","Greg Guthrie","Corporativo","Angers","Pays de la Loire","France","EU","Central"
"312","BN-11470","Brad Norvell","Corporativo","Bangkok","Bangkok","Thailand","APAC","Southeast Asia"
"313","BS-1665","Brian Stugart","Consumidor","Khorramabad","Lorestan","Iran","EMEA","EMEA"
"314","AC-10450","Amy Cox","Consumidor","Chennai","Tamil Nadu","India","APAC","Central Asia"
"315","CK-12205","Chloris Kastensmidt","Consumidor","Barletta","Apulia","Italy","EU","South"
"316","JD-16150","Justin Deggeller","Corporativo","Tamworth","England","United Kingdom","EU","North"
"317","CC-2550","Clay Cheatham","Consumidor","Kharkiv","Kharkiv","Ukraine","EMEA","EMEA"
"318","MS-17830","Melanie Seite","Consumidor","London","England","United Kingdom","EU","North"
"319","SM-20950","Suzanne McNair","Corporativo","Philadelphia","Pennsylvania","United States","US","East"
"320","CL-12700","Craig Leslie","Outros","Kulti","West Bengal","India","APAC","Central Asia"
"321","CM-12160","Charles McCrossin","Consumidor","Managua","Managua","Nicaragua","LATAM","Central"
"322","JC-15775","John Castell","Consumidor","Bundaberg","Queensland","Australia","APAC","Oceania"
"323","LH-16900","Lena Hernandez","Consumidor","Valparaíso de Goiás","Goiás","Brazil","LATAM","South"
"324","DV-13045","Darrin Van Huff","Corporativo","Manado","Sulawesi Utara","Indonesia","APAC","Southeast Asia"
"325","BT-11530","Bradley Talbott","Outros","Muzaffarpur","Bihar","India","APAC","Central Asia"
"326","BM-1650","Brian Moss","Corporativo","Kermanshah","Kermanshah","Iran","EMEA","EMEA"
"327","MG-18205","Mitch Gastineau","Corporativo","Thane","Maharashtra","India","APAC","Central Asia"
"328","RB-19705","Roger Barcio","Outros","New York City","New York","United States","US","East"
"329","FC-14245","Frank Carlisle","Outros","Piedecuesta","Santander","Colombia","LATAM","South"
"330","TT-21220","Thomas Thornton","Consumidor","Mixco","Guatemala","Guatemala","LATAM","Central"
"331","SJ-20215","Sarah Jordon","Consumidor","Mexico City","Distrito Federal","Mexico","LATAM","North"
"332","PB-18805","Patrick Bzostek","Outros","Managua","Managua","Nicaragua","LATAM","Central"
"333","RW-19690","Robert Waldorf","Consumidor","Xiamen","Fujian","China","APAC","North Asia"
"334","DB-3360","Dennis Bolton","Outros","Kitwe","Copperbelt","Zambia","Africa","Africa"
"335","DK-13150","David Kendrick","Corporativo","Berlin","Berlin","Germany","EU","Central"
"336","RW-9540","Rick Wilson","Corporativo","Cape Town","Western Cape","South Africa","Africa","Africa"
"337","MP-17470","Mark Packer","Outros","New York City","New York","United States","US","East"
"338","TB-21625","Trudy Brown","Consumidor","New York City","New York","United States","US","East"
"339","MO-17800","Meg O'Connel","Outros","Hamamatsu","Shizuoka","Japan","APAC","North Asia"
"340","MR-17545","Mathew Reese","Outros","Jodhpur","Rajasthan","India","APAC","Central Asia"
"341","LC-17050","Liz Carlisle","Consumidor","Auckland","Auckland","New Zealand","APAC","Oceania"
"342","RA-19885","Ruben Ausman","Corporativo","Beijing","Beijing","China","APAC","North Asia"
"343","MG-8145","Mike Gockenbach","Consumidor","Lubumbashi","Katanga","Democratic Republic of the Congo","Africa","Africa"
"344","JE-16165","Justin Ellison","Corporativo","Franklin","Wisconsin","United States","US","Central"
"345","JK-16090","Juliana Krohn","Consumidor","Omaha","Nebraska","United States","US","Central"
"346","EM-13960","Eric Murdock","Consumidor","Nagpur","Maharashtra","India","APAC","Central Asia"
"347","DJ-13420","Denny Joy","Corporativo","Villahermosa","Tabasco","Mexico","LATAM","North"
"348","BO-11425","Bobby Odegard","Consumidor","Metepec","México","Mexico","LATAM","North"
"349","LW-17215","Luke Weiss","Consumidor","New York City","New York","United States","US","East"
"350","PJ-19015","Pauline Johnson","Consumidor","Santa Ana","California","United States","US","West"
"351","KM-16720","Kunst Miller","Consumidor","Manila","National Capital","Philippines","APAC","Southeast Asia"
"352","BG-11695","Brooke Gillingham","Corporativo","Culiacán","Sinaloa","Mexico","LATAM","North"
"353","CS-12130","Chad Sievert","Consumidor","Melbourne","Victoria","Australia","APAC","Oceania"
"354","MC-17425","Mark Cousins","Corporativo","Mobile","Alabama","United States","US","South"
"355","BD-1635","Brian Derr","Consumidor","Al Amarah","Maysan","Iraq","EMEA","EMEA"
"356","RF-19345","Randy Ferguson","Corporativo","Barcelona","Catalonia","Spain","EU","South"
"357","MG-7680","Maureen Gastineau","Outros","Mashhad","Razavi Khorasan","Iran","EMEA","EMEA"
"358","KH-16690","Kristen Hastings","Corporativo","Springfield","Virginia","United States","US","South"
"359","CC-12475","Cindy Chapman","Consumidor","Bhavnagar","Gujarat","India","APAC","Central Asia"
"360","LT-16765","Larry Tron","Consumidor","Rome","Lazio","Italy","EU","South"
"361","BF-10975","Barbara Fisher","Corporativo","Saint-Priest","Rhône-Alpes","France","EU","Central"
"362","CJ-12010","Caroline Jumper","Consumidor","Anshan","Liaoning","China","APAC","North Asia"
"363","SH-9975","Sally Hughsby","Corporativo","Gyor","Gyor","Hungary","EMEA","EMEA"
"364","SL-20155","Sara Luxemburg","Outros","Coyoacán","Distrito Federal","Mexico","LATAM","North"
"365","NC-8340","Nat Carroll","Consumidor","Monrovia","Montserrado","Liberia","Africa","Africa"
"366","JB-5400","Jennifer Braxton","Corporativo","Johannesburg","Gauteng","South Africa","Africa","Africa"
"367","TB-21250","Tim Brockman","Consumidor","Santiago de Cuba","Santiago de Cuba","Cuba","LATAM","Caribbean"
"368","PS-18970","Paul Stevenson","Outros","Bogotá","Bogota","Colombia","LATAM","South"
"369","BB-11545","Brenda Bowman","Corporativo","Erlangen","Bavaria","Germany","EU","Central"
"370","SG-10470","Sheri Gordon","Consumidor","Tbilisi","Tbilisi","Georgia","EMEA","EMEA"
"371","SP-20920","Susan Pistek","Consumidor","Bangkok","Bangkok","Thailand","APAC","Southeast Asia"
"372","Dp-13240","Dean percer","Outros","Suzhou","Gansu","China","APAC","North Asia"
"373","GZ-14470","Gary Zandusky","Consumidor","Reggio nell'Emilia","Emilia-Romagna","Italy","EU","South"
"374","AH-10075","Adam Hart","Corporativo","Azcapotzalco","Distrito Federal","Mexico","LATAM","North"
"375","CB-2025","Cassandra Brandow","Consumidor","Lublin","Lublin","Poland","EMEA","EMEA"
"376","SC-20050","Sample Company A","Outros","Gold Coast","Queensland","Australia","APAC","Oceania"
"377","SC-10230","Scot Coram","Corporativo","Elbasan","Elbasan","Albania","EMEA","EMEA"
"378","JS-15595","Jill Stevenson","Corporativo","Medan","Sumatera Utara","Indonesia","APAC","Southeast Asia"
"379","BS-11380","Bill Stewart","Corporativo","Bandung","Jawa Barat","Indonesia","APAC","Southeast Asia"
"380","JL-5130","Jack Lebron","Consumidor","Voronezh","Voronezh","Russia","EMEA","EMEA"
"381","AS-10090","Adam Shillingsburg","Consumidor","Huddersfield","England","United Kingdom","EU","North"
"382","EL-13735","Ed Ludwig","Outros","Melbourne","Victoria","Australia","APAC","Oceania"
"383","FH-14275","Frank Hawley","Corporativo","Palu","Sulawesi Tengah","Indonesia","APAC","Southeast Asia"
"384","OT-18730","Olvera Toch","Consumidor","Bethlehem","Pennsylvania","United States","US","East"
"385","SM-10320","Sean Miller","Outros","Koumra","Mandoul","Chad","Africa","Africa"
"386","PM-19135","Peter McVee","Outros","Ballarat","Victoria","Australia","APAC","Oceania"
"387","TS-11430","Tom Stivers","Corporativo","Podgorica","Podgorica","Montenegro","EMEA","EMEA"
"388","LS-17245","Lynn Smith","Consumidor","Zapopan","Jalisco","Mexico","LATAM","North"
"389","SF-20200","Sarah Foster","Consumidor","Bellingham","Washington","United States","US","West"
"390","CM-11815","Candace McMahon","Corporativo","Lahore","Punjab","Pakistan","APAC","Central Asia"
"391","FG-14260","Frank Gastineau","Outros","Bordeaux","Aquitaine","France","EU","Central"
"392","KN-6705","Kristina Nunn","Outros","Hamadan","Hamadan","Iran","EMEA","EMEA"
"393","TB-11520","Tracy Blumstein","Consumidor","Windhoek","Khomas","Namibia","Africa","Africa"
"394","JB-15400","Jennifer Braxton","Corporativo","Quetzaltenango","Quezaltenango","Guatemala","LATAM","Central"
"395","KH-16510","Keith Herrera","Consumidor","Bacolod City","Western Visayas","Philippines","APAC","Southeast Asia"
"396","DL-13330","Denise Leinenbach","Consumidor","Nagpur","Maharashtra","India","APAC","Central Asia"
"397","KN-16390","Katherine Nockton","Corporativo","Kwinana","Western Australia","Australia","APAC","Oceania"
"398","SV-20935","Susan Vittorini","Consumidor","Wuxi","Jiangsu","China","APAC","North Asia"
"399","MD-17860","Michael Dominguez","Corporativo","Sydney","New South Wales","Australia","APAC","Oceania"
"400","LS-17200","Luke Schmidt","Corporativo","Deuil-la-Barre","Ile-de-France","France","EU","Central"
"401","CM-12445","Chuck Magee","Consumidor","Wollongong","New South Wales","Australia","APAC","Oceania"
"402","SS-20140","Saphhira Shifley","Corporativo","Lisbon","Lisboa","Portugal","EU","South"
"403","GH-14425","Gary Hwang","Consumidor","Wafangdian","Liaoning","China","APAC","North Asia"
"404","SM-20320","Sean Miller","Outros","San Juan de la Maguana","San Juan","Dominican Republic","LATAM","Caribbean"
"405","GR-14560","Georgia Rosenberg","Corporativo","Mexico City","Distrito Federal","Mexico","LATAM","North"
"406","TS-21370","Todd Sumrall","Corporativo","Chicago","Illinois","United States","US","Central"
"407","DH-3675","Duane Huffman","Outros","Antananarivo","Analamanga","Madagascar","Africa","Africa"
"408","MM-8280","Muhammed MacIntyre","Corporativo","Ufa","Bashkortostan","Russia","EMEA","EMEA"
"409","PM-9135","Peter McVee","Outros","Tehran","Tehran","Iran","EMEA","EMEA"
"410","GP-4740","Guy Phonely","Corporativo","Casablanca","Grand Casablanca","Morocco","Africa","Africa"
"411","AF-10870","Art Ferguson","Consumidor","Ghent","East Flanders","Belgium","EU","Central"
"412","TS-21505","Tony Sayre","Consumidor","Boulogne-Billancourt","Ile-de-France","France","EU","Central"
"413","BM-11575","Brendan Murry","Corporativo","Brisbane","Queensland","Australia","APAC","Oceania"
"414","AH-10030","Aaron Hawkins","Corporativo","Vienna","Vienna","Austria","EU","Central"
"415","AG-10495","Andrew Gjertsen","Corporativo","Xiangtan","Hunan","China","APAC","North Asia"
"416","AG-675","Anna Gayman","Consumidor","Vienna","Vienna","Austria","EMEA","EMEA"
"417","SW-20755","Steven Ward","Corporativo","Ris-Orangis","Ile-de-France","France","EU","Central"
"418","SK-19990","Sally Knutson","Consumidor","Levallois-Perret","Ile-de-France","France","EU","Central"
"419","AG-10900","Arthur Gainer","Consumidor","Mexico City","Distrito Federal","Mexico","LATAM","North"
"420","AJ-960","Astrea Jones","Consumidor","Casablanca","Grand Casablanca","Morocco","Africa","Africa"
"421","MC-7275","Marc Crier","Consumidor","Luts'k","Volyn","Ukraine","EMEA","EMEA"
"422","ER-13855","Elpida Rittenbach","Corporativo","Charlotte","North Carolina","United States","US","South"
"423","EJ-13720","Ed Jacobs","Consumidor","Singapore","Singapore","Singapore","APAC","Southeast Asia"
"424","DH-13675","Duane Huffman","Outros","Stoke-on-Trent","England","United Kingdom","EU","North"
"425","HE-14800","Harold Engle","Corporativo","São Paulo","São Paulo","Brazil","LATAM","South"
"426","KT-16480","Kean Thornton","Consumidor","Philadelphia","Pennsylvania","United States","US","East"
"427","SB-20170","Sarah Bern","Consumidor","Huaibei","Anhui","China","APAC","North Asia"
"428","EM-14140","Eugene Moren","Outros","Lehi","Utah","United States","US","West"
"429","VT-21700","Valerie Takahito","Outros","Masterton","Wellington","New Zealand","APAC","Oceania"
"430","JS-15880","John Stevenson","Consumidor","Seattle","Washington","United States","US","West"
"431","BC-11125","Becky Castell","Outros","Whangarei","Northland","New Zealand","APAC","Oceania"
"432","NF-18595","Nicole Fjeld","Outros","Kunming","Yunnan","China","APAC","North Asia"
"433","RH-9600","Rob Haberlin","Consumidor","Vancouver","British Columbia","Canada","Canada","Canada"
"434","CS-11950","Carlos Soltero","Consumidor","Haninge","Stockholm","Sweden","EU","North"
"435","CM-12235","Chris McAfee","Consumidor","Carrollton","Texas","United States","US","Central"
"436","LW-16825","Laurel Workman","Corporativo","Nasik","Maharashtra","India","APAC","Central Asia"
"437","RD-19585","Rob Dowd","Consumidor","Torrevieja","Valenciana","Spain","EU","South"
"438","BT-11680","Brian Thompson","Consumidor","Ube","Yamaguchi","Japan","APAC","North Asia"
"439","MD-7860","Michael Dominguez","Corporativo","Poltava","Poltava","Ukraine","EMEA","EMEA"
"440","CC-12145","Charles Crestani","Consumidor","Regensburg","Bavaria","Germany","EU","Central"
"441","XP-21865","Xylona Preis","Consumidor","Mejicanos","San Salvador","El Salvador","LATAM","Central"
"442","ML-17410","Maris LaWare","Consumidor","Camagüey","Camagüey","Cuba","LATAM","Caribbean"
"443","BS-11665","Brian Stugart","Consumidor","Clamart","Ile-de-France","France","EU","Central"
"444","SC-20230","Scot Coram","Corporativo","Los Angeles","California","United States","US","West"
"445","QJ-19255","Quincy Jones","Corporativo","Jixi","Heilongjiang","China","APAC","North Asia"
"446","RE-19450","Richard Eichhorn","Consumidor","Santo Domingo","Santo Domingo","Dominican Republic","LATAM","Caribbean"
"447","CP-2085","Cathy Prescott","Corporativo","Potchefstroom","North-West","South Africa","Africa","Africa"
"448","JK-5730","Joe Kamberova","Consumidor","Vladimir","Vladimir","Russia","EMEA","EMEA"
"449","HZ-14950","Henia Zydlo","Consumidor","Bordeaux","Aquitaine","France","EU","Central"
"450","AR-10570","Anemone Ratner","Consumidor","Perth","Western Australia","Australia","APAC","Oceania"
"451","EH-14005","Erica Hernandez","Outros","Burgos","Castile and León","Spain","EU","South"
"452","JR-15700","Jocasta Rupert","Consumidor","Kollam","Kerala","India","APAC","Central Asia"
"453","PL-18925","Paul Lucas","Outros","Yangon","Yangon","Myanmar (Burma)","APAC","Southeast Asia"
"454","TC-21145","Theresa Coyne","Corporativo","Mexico City","Distrito Federal","Mexico","LATAM","North"
"455","DG-13300","Deirdre Greer","Corporativo","Mexico City","Distrito Federal","Mexico","LATAM","North"
"456","Dl-13600","Dorris liebe","Corporativo","Mont-de-Marsan","Aquitaine","France","EU","Central"
"457","NC-18415","Nathan Cano","Consumidor","Houston","Texas","United States","US","Central"
"458","EB-13930","Eric Barreto","Consumidor","Depok","Jawa Barat","Indonesia","APAC","Southeast Asia"
"459","CP-12085","Cathy Prescott","Corporativo","Springfield","Missouri","United States","US","Central"
"460","SM-20005","Sally Matthias","Consumidor","Santo André","São Paulo","Brazil","LATAM","South"
"461","JR-15670","Jim Radford","Consumidor","Menden","North Rhine-Westphalia","Germany","EU","Central"
"462","DL-12925","Daniel Lacy","Consumidor","Wollongong","New South Wales","Australia","APAC","Oceania"
"463","FM-14290","Frank Merwin","Outros","Spanish Town","Saint Catherine","Jamaica","LATAM","Caribbean"
"464","DP-13165","David Philippe","Consumidor","Thane","Maharashtra","India","APAC","Central Asia"
"465","CK-12595","Clytie Kelty","Consumidor","Taupo","Waikato","New Zealand","APAC","Oceania"
"466","CM-11830","Cari MacIntyre","Corporativo","Vernon","Upper Normandy","France","EU","Central"
"467","PP-18955","Paul Prost","Outros","Seattle","Washington","United States","US","West"
"468","MM-17260","Magdelene Morse","Consumidor","Tianjin","Tianjin","China","APAC","North Asia"
"469","ME-17320","Maria Etezadi","Outros","Stoke-on-Trent","England","United Kingdom","EU","North"
"470","CS-12490","Cindy Schnelling","Corporativo","Chihuahua","Chihuahua","Mexico","LATAM","North"
"471","GH-14410","Gary Hansen","Outros","Elx","Valenciana","Spain","EU","South"
"472","MC-17635","Matthew Clasen","Corporativo","Santa Cruz de Barahona","Barahona","Dominican Republic","LATAM","Caribbean"
"473","LM-7065","Liz MacKendrick","Consumidor","Doha","Ad Dawhah","Qatar","EMEA","EMEA"
"474","AR-10510","Andrew Roberts","Consumidor","Velletri","Lazio","Italy","EU","South"
"475","JH-15910","Jonathan Howell","Consumidor","Matsubara","Oita","Japan","APAC","North Asia"
"476","DK-3375","Dennis Kane","Consumidor","Kinshasa","Kinshasa","Democratic Republic of the Congo","Africa","Africa"
"477","EG-13900","Emily Grady","Consumidor","Puteaux","Ile-de-France","France","EU","Central"
"478","AS-10630","Ann Steele","Outros","Whakatane","Bay of Plenty","New Zealand","APAC","Oceania"
"479","CL-11890","Carl Ludwig","Consumidor","Açu","Rio Grande do Norte","Brazil","LATAM","South"
"480","CA-12265","Christina Anderson","Consumidor","Colchester","England","United Kingdom","EU","North"
"481","PF-19165","Philip Fox","Consumidor","Sandy Springs","Georgia","United States","US","South"
"482","DB-12970","Darren Budd","Corporativo","Montpellier","Languedoc-Roussillon","France","EU","Central"
"483","CL-12565","Clay Ludtke","Consumidor","Cleveland","Ohio","United States","US","East"
"484","MF-17665","Maureen Fritzler","Corporativo","Chaoyang","Jilin","China","APAC","North Asia"
"485","IM-15055","Ionia McGrath","Consumidor","San Francisco","California","United States","US","West"
"486","EB-13975","Erica Bern","Corporativo","São Paulo","São Paulo","Brazil","LATAM","South"
"487","AA-10315","Alex Avila","Consumidor","Round Rock","Texas","United States","US","Central"
"488","MV-17485","Mark Van Huff","Consumidor","Saint-Chamond","Rhône-Alpes","France","EU","Central"
"489","JW-15955","Joni Wasserman","Consumidor","Fontenay-aux-Roses","Ile-de-France","France","EU","Central"
"490","TS-21610","Troy Staebel","Consumidor","San Francisco","California","United States","US","West"
"491","MC-17575","Matt Collins","Consumidor","Joinville","Santa Catarina","Brazil","LATAM","South"
"492","JF-5415","Jennifer Ferguson","Consumidor","Casablanca","Grand Casablanca","Morocco","Africa","Africa"
"493","AH-10210","Alan Hwang","Consumidor","Colombo","Parana","Brazil","LATAM","South"
"494","KD-16345","Katherine Ducich","Consumidor","Surat","Gujarat","India","APAC","Central Asia"
"495","PG-18895","Paul Gonzalez","Consumidor","Mérida","Yucatán","Mexico","LATAM","North"
"496","HK-14890","Heather Kirkland","Corporativo","Drancy","Ile-de-France","France","EU","Central"
"497","RR-19315","Ralph Ritter","Consumidor","Gold Coast","Queensland","Australia","APAC","Oceania"
"498","HH-5010","Hilary Holden","Corporativo","Dar es Salaam","Dar Es Salaam","Tanzania","Africa","Africa"
"499","SH-20635","Stefanie Holloman","Corporativo","Nuremberg","Bavaria","Germany","EU","Central"
"500","AR-10825","Anthony Rawles","Corporativo","Concord","California","United States","US","West"
"501","RP-9855","Roy Phan","Corporativo","Beni Mellal","Tadla-Azilal","Morocco","Africa","Africa"
"502","LR-17035","Lisa Ryan","Corporativo","Hamburg","Hamburg","Germany","EU","Central"
"503","IM-5055","Ionia McGrath","Consumidor","Loubomo","Niari","Republic of the Congo","Africa","Africa"
"504","CK-12325","Christine Kargatis","Outros","Troy","Ohio","United States","US","East"
"505","AS-285","Alejandro Savely","Corporativo","Kaliningrad","Kaliningrad","Russia","EMEA","EMEA"
"506","DK-12985","Darren Koutras","Consumidor","Mejicanos","San Salvador","El Salvador","LATAM","Central"
"507","EH-4185","Evan Henry","Consumidor","Ad Diwaniyah","Al Qadisiyah","Iraq","EMEA","EMEA"
"508","ML-17395","Marina Lichtenstein","Corporativo","Jakarta","Jakarta","Indonesia","APAC","Southeast Asia"
"509","BF-11215","Benjamin Farhat","Outros","Managua","Managua","Nicaragua","LATAM","Central"
"510","MB-7305","Maria Bertelson","Consumidor","Kinshasa","Kinshasa","Democratic Republic of the Congo","Africa","Africa"
"511","CR-12580","Clay Rozendal","Outros","San Diego","California","United States","US","West"
"512","TB-21520","Tracy Blumstein","Consumidor","Philadelphia","Pennsylvania","United States","US","East"
"513","KN-16450","Kean Nguyen","Corporativo","Perth","Western Australia","Australia","APAC","Oceania"
"514","HR-14770","Hallie Redmond","Outros","Marikina","National Capital","Philippines","APAC","Southeast Asia"
"515","CK-12760","Cyma Kinney","Corporativo","Bayonne","Aquitaine","France","EU","Central"
"516","RO-9780","Rose O'Brian","Consumidor","Algiers","Alger","Algeria","Africa","Africa"
"517","EN-13780","Edward Nazzal","Consumidor","New York City","New York","United States","US","East"
"518","AH-10465","Amy Hunt","Consumidor","León","León","Nicaragua","LATAM","Central"
"519","AH-10585","Angele Hood","Consumidor","Townsville","Queensland","Australia","APAC","Oceania"
"520","RB-9435","Richard Bierner","Consumidor","Kaunas","Kaunas","Lithuania","EMEA","EMEA"
"521","AG-525","Andy Gerbode","Corporativo","Ardabil","Ardabil","Iran","EMEA","EMEA"
"522","AR-10345","Alex Russell","Corporativo","Mexicali","Baja California","Mexico","LATAM","North"
"523","MW-8220","Mitch Webber","Consumidor","Mecca","Makkah","Saudi Arabia","EMEA","EMEA"
"524","AH-210","Alan Hwang","Consumidor","Alexandria","Al Iskandariyah","Egypt","Africa","Africa"
"525","TH-21235","Tiffany House","Corporativo","Sydney","New South Wales","Australia","APAC","Oceania"
"526","LT-7110","Liz Thompson","Consumidor","Pretoria","Gauteng","South Africa","Africa","Africa"
"527","HD-14785","Harold Dahlen","Outros","Schwerin","Mecklenburg-Vorpommern","Germany","EU","Central"
"528","MC-7575","Matt Collins","Consumidor","Jeddah","Makkah","Saudi Arabia","EMEA","EMEA"
"529","MH-18025","Michelle Huthwaite","Consumidor","Lafayette","Louisiana","United States","US","South"
"530","CC-2475","Cindy Chapman","Consumidor","Matola","Maputo","Mozambique","Africa","Africa"
"531","CM-12190","Charlotte Melton","Consumidor","Mulhouse","Alsace","France","EU","Central"
"532","RA-19915","Russell Applegate","Consumidor","Denver","Colorado","United States","US","West"
"533","MT-18070","Michelle Tran","Outros","Rueil-Malmaison","Ile-de-France","France","EU","Central"
"534","JF-15415","Jennifer Ferguson","Consumidor","Crawley","England","United Kingdom","EU","North"
"535","ES-14020","Erica Smith","Consumidor","Madrid","Madrid","Spain","EU","South"
"536","CC-12685","Craig Carroll","Consumidor","Vijayawada","Andhra Pradesh","India","APAC","Central Asia"
"537","IM-15070","Irene Maddox","Consumidor","Bandung","Jawa Barat","Indonesia","APAC","Southeast Asia"
"538","DA-13450","Dianna Arnett","Outros","Tegucigalpa","Francisco Morazán","Honduras","LATAM","Central"
"539","SS-10410","Shahid Shariari","Consumidor","Brampton","Ontario","Canada","Canada","Canada"
"540","BM-11650","Brian Moss","Corporativo","Columbia","Maryland","United States","US","East"
"541","SW-20350","Sean Wendt","Outros","Depok","Jawa Barat","Indonesia","APAC","Southeast Asia"
"542","CM-1830","Cari MacIntyre","Corporativo","Johannesburg","Gauteng","South Africa","Africa","Africa"
"543","MY-17380","Maribeth Yedwab","Corporativo","Bergen","Hordaland","Norway","EU","North"
"544","MS-7830","Melanie Seite","Consumidor","Riyadh","Ar Riyad","Saudi Arabia","EMEA","EMEA"
"545","HG-14965","Henry Goldwyn","Corporativo","Lahore","Punjab","Pakistan","APAC","Central Asia"
"546","DC-13285","Debra Catini","Consumidor","Mixco","Guatemala","Guatemala","LATAM","Central"
"547","DL-13315","Delfina Latchford","Consumidor","London","England","United Kingdom","EU","North"
"548","JK-15370","Jay Kimmel","Consumidor","Fernando de la Mora","Central","Paraguay","LATAM","South"
"549","CH-2070","Cathy Hwang","Outros","Malayer","Hamadan","Iran","EMEA","EMEA"
"550","MH-7440","Mark Haberlin","Corporativo","Mbuji-mayi","Kasai-Oriental","Democratic Republic of the Congo","Africa","Africa"
"551","MC-17845","Michael Chen","Consumidor","Gwalior","Madhya Pradesh","India","APAC","Central Asia"
"552","PW-19030","Pauline Webber","Corporativo","Southend-on-Sea","England","United Kingdom","EU","North"
"553","BS-11590","Brendan Sweed","Corporativo","Thionville","Lorraine","France","EU","Central"
"554","DO-13435","Denny Ordway","Consumidor","Srinagar","Jammu and Kashmir","India","APAC","Central Asia"
"555","SG-20890","Susan Gilcrest","Corporativo","Villa Nueva","Guatemala","Guatemala","LATAM","Central"
"556","SU-20665","Stephanie Ulpright","Outros","Chicago","Illinois","United States","US","Central"
"557","JC-16105","Julie Creighton","Corporativo","Gold Coast","Queensland","Australia","APAC","Oceania"
"558","TB-21190","Thomas Brumley","Outros","Allahabad","Uttar Pradesh","India","APAC","Central Asia"
"559","SV-10785","Stewart Visinsky","Consumidor","Daloa","Haut-Sassandra","Cote d'Ivoire","Africa","Africa"
"560","VP-21760","Victoria Pisteka","Corporativo","Madrid","Madrid","Spain","EU","South"
"561","LR-16915","Lena Radford","Consumidor","Gorakhpur","Haryana","India","APAC","Central Asia"
"562","TH-21550","Tracy Hopkins","Outros","Bangkok","Bangkok","Thailand","APAC","Southeast Asia"
"563","TC-11145","Theresa Coyne","Corporativo","Magnitogorsk","Chelyabinsk","Russia","EMEA","EMEA"
"564","JL-15235","Janet Lee","Consumidor","Santo Domingo","Santo Domingo","Dominican Republic","LATAM","Caribbean"
"565","RK-19300","Ralph Kennedy","Consumidor","Serra","Espírito Santo","Brazil","LATAM","South"
"566","CC-12670","Craig Carreira","Consumidor","Florence","Tuscany","Italy","EU","South"
"567","DB-13555","Dorothy Badders","Corporativo","Raleigh","North Carolina","United States","US","South"
"568","SG-20605","Speros Goranitis","Consumidor","New York City","New York","United States","US","East"
"569","MG-17890","Michael Granlund","Outros","Lahore","Punjab","Pakistan","APAC","Central Asia"
"570","MA-17560","Matt Abelman","Outros","New York City","New York","United States","US","East"
"571","CB-12025","Cassandra Brandow","Consumidor","Jakarta","Jakarta","Indonesia","APAC","Southeast Asia"
"572","DH-13075","Dave Hallsten","Corporativo","New York City","New York","United States","US","East"
"573","BT-11395","Bill Tyler","Corporativo","Worthing","England","United Kingdom","EU","North"
"574","TT-11265","Tim Taslimi","Corporativo","Lublin","Lublin","Poland","EMEA","EMEA"
"575","TH-11235","Tiffany House","Corporativo","Baghdad","Baghdad","Iraq","EMEA","EMEA"
"576","VG-21790","Vivek Gonzalez","Consumidor","San Luis","San Luis","Argentina","LATAM","South"
"577","NW-18400","Natalie Webber","Consumidor","San Luis Potosí","San Luis Potosí","Mexico","LATAM","North"
"578","VP-21730","Victor Preis","Outros","Brisbane","Queensland","Australia","APAC","Oceania"
"579","SS-20410","Shahid Shariari","Consumidor","Le Chesnay","Ile-de-France","France","EU","Central"
"580","JE-15715","Joe Elijah","Consumidor","New York City","New York","United States","US","East"
"581","AG-270","Alejandro Grove","Consumidor","Prague","Prague","Czech Republic","EMEA","EMEA"
